InvoiceNo,Quantity,InvoiceDate,UnitPrice,Country,Discount,ShippingCost,Category,ShipmentProvider,WarehouseLocation,NetRevenue
642118,48,8/06/2023 00:00,35.91,United States,0.23,19.32,Accessories,Royal Mail,Rome,1327.2336
700790,48,17/06/2023 09:00,73.65,Belgium,0.11,16.76,Apparel,FedEx,Rome,3146.328
299841,48,18/06/2023 02:00,57.19,Netherlands,0.19,9.77,Apparel,Royal Mail,Rome,2223.5472
907463,48,1/07/2023 09:00,61.13,Australia,0.2,13.75,Electronics,DHL,Rome,2347.392
650008,48,12/07/2023 14:00,61.64,Belgium,0.31,24.03,Stationery,Royal Mail,Rome,2041.5168
766530,48,14/08/2023 03:00,31.95,Sweden,0.21,8.79,Furniture,UPS,Rome,1211.544
769419,48,24/08/2023 10:00,29.68,Sweden,0.37,22.05,Stationery,Royal Mail,Rome,897.5232
270954,48,7/09/2023 07:00,30.84,United States,0.24,11.32,Stationery,FedEx,Rome,1125.0432
296896,48,24/10/2023 21:00,25.52,Portugal,0.25,25.53,Accessories,UPS,Rome,918.72
642050,48,29/10/2023 12:00,73.5,France,0.26,27.39,Accessories,UPS,Rome,2610.72
351958,48,3/11/2023 03:00,2.53,Spain,0.41,17.35,Stationery,FedEx,Rome,71.6496
606250,48,5/11/2023 15:00,27.28,Netherlands,0.4,14.21,Accessories,Royal Mail,Rome,785.664
567823,48,9/11/2023 22:00,18.05,Spain,0.12,19.77,Apparel,FedEx,Rome,762.432
345131,48,15/11/2023 08:00,86.78,Sweden,0.1,13,Stationery,Royal Mail,Rome,3748.896
652129,48,16/11/2023 11:00,47.26,Netherlands,0.28,26.13,Electronics,UPS,Rome,1633.3056
831325,48,4/12/2023 13:00,7.95,United Kingdom,0.5,24.42,Stationery,Royal Mail,Rome,190.8
494414,48,7/12/2023 08:00,82.91,United Kingdom,0.41,8.03,Apparel,FedEx,Rome,2348.0112
260756,48,12/12/2023 14:00,31.03,France,0.28,16.35,Furniture,Royal Mail,Rome,1072.3968
891523,48,21/12/2023 19:00,43.61,Sweden,0.4,15.61,Accessories,FedEx,Rome,1255.968
174923,48,6/01/2024 07:00,2.08,Norway,0.06,19.36,Stationery,UPS,Rome,93.8496
427985,48,2/02/2024 22:00,44.77,Portugal,0.36,19.3,Accessories,Royal Mail,Rome,1375.3344
396202,48,18/02/2024 11:00,95.43,Netherlands,0.43,6.43,Accessories,UPS,Rome,2610.9648
358590,48,24/02/2024 21:00,18.41,Italy,0.1,9.67,Stationery,FedEx,Rome,795.312
682726,48,25/02/2024 17:00,13.56,Sweden,0.08,16.52,Stationery,FedEx,Rome,598.8096
445270,48,26/02/2024 18:00,84.38,Netherlands,0.39,20.29,Accessories,DHL,Rome,2470.6464
174137,48,26/02/2024 19:00,20.49,Norway,0.15,27.15,Accessories,UPS,Rome,835.992
919842,48,28/04/2024 20:00,43.97,Norway,0.32,12.63,Electronics,UPS,Rome,1435.1808
174625,48,1/05/2024 18:00,25.71,Spain,0.2,16.63,Apparel,DHL,Rome,987.264
208502,48,3/05/2024 01:00,96.16,United States,0.49,20.23,Stationery,DHL,Rome,2353.9968
308758,48,4/05/2024 15:00,50.25,Belgium,0.35,22.74,Furniture,FedEx,Rome,1567.8
575098,48,9/05/2024 10:00,39.25,Netherlands,0.4,6.21,Furniture,FedEx,Rome,1130.4
823569,48,17/05/2024 21:00,81.84,Sweden,0.46,17.85,Apparel,DHL,Rome,2121.2928
651688,48,24/05/2024 13:00,72.89,Sweden,0.41,5.18,Stationery,Royal Mail,Rome,2064.2448
202300,48,3/06/2024 17:00,62.24,United Kingdom,0.4,11.99,Furniture,DHL,Rome,1792.512
539995,48,17/06/2024 07:00,45.16,Sweden,0.15,22.14,Accessories,Royal Mail,Rome,1842.528
826403,48,18/06/2024 22:00,9.45,Germany,0.24,25.35,Accessories,FedEx,Rome,344.736
243103,48,1/07/2024 03:00,11.79,United Kingdom,0.06,17.35,Apparel,DHL,Rome,531.9648
822561,48,5/07/2024 04:00,8.23,Sweden,0.48,11.98,Accessories,FedEx,Rome,205.4208
651848,48,7/07/2024 11:00,60.32,Norway,0.12,24.34,Apparel,UPS,Rome,2547.9168
224460,48,7/07/2024 17:00,99.21,United Kingdom,0.49,8.47,Furniture,DHL,Rome,2428.6608
469873,48,11/07/2024 12:00,34.36,Australia,0.03,29.09,Electronics,UPS,Rome,1599.8016
444779,48,13/07/2024 22:00,11.68,Germany,0.38,9.15,Stationery,DHL,Rome,347.5968
652856,48,21/07/2024 23:00,67.68,Portugal,0.33,23.81,Stationery,FedEx,Rome,2176.5888
675593,48,23/07/2024 10:00,76.67,Italy,0.04,12.95,Stationery,DHL,Rome,3532.9536
324622,48,3/08/2024 22:00,17.99,Sweden,0.23,23.15,Stationery,Royal Mail,Rome,664.9104
105291,48,22/08/2024 19:00,69.28,Italy,0.23,20.6,Electronics,DHL,Rome,2560.5888
881357,48,26/08/2024 09:00,35.65,Portugal,0.4,12.63,Accessories,UPS,Rome,1026.72
779943,48,27/08/2024 22:00,90.93,Portugal,0.16,23.68,Apparel,UPS,Rome,3666.2976
818317,48,14/09/2024 07:00,65.98,Portugal,0.3,24.18,Furniture,Royal Mail,Rome,2216.928
909858,48,16/09/2024 04:00,76.68,Sweden,0.01,16.44,Furniture,UPS,Rome,3643.8336
514924,48,21/09/2024 00:00,75.84,Portugal,0.34,12.84,Furniture,UPS,Rome,2402.6112
674302,48,28/09/2024 11:00,20.47,Portugal,0.15,22.61,Furniture,Royal Mail,Rome,835.176
209502,48,4/10/2024 04:00,38.28,United States,0.21,17.79,Stationery,FedEx,Rome,1451.5776
305914,48,7/10/2024 05:00,61.92,Italy,0.34,23.48,Apparel,FedEx,Rome,1961.6256
960717,48,10/10/2024 09:00,30.06,Netherlands,0.08,9.78,Apparel,FedEx,Rome,1327.4496
968153,48,8/11/2024 06:00,27.12,Spain,0.33,27.5,Electronics,Royal Mail,Rome,872.1792
712357,48,11/11/2024 11:00,74.52,Spain,0.44,16.59,Furniture,UPS,Rome,2003.0976
212286,48,22/11/2024 21:00,99.65,Sweden,0.45,10.25,Accessories,FedEx,Rome,2630.76
560837,48,26/12/2024 00:00,86.72,Norway,0.49,13.72,Furniture,UPS,Rome,2122.9056
617062,48,21/01/2025 18:00,69.64,Netherlands,0.41,19.13,Accessories,UPS,Rome,1972.2048
667930,48,5/02/2025 09:00,9.94,Portugal,0.17,19.18,Furniture,Royal Mail,Rome,396.0096
870430,48,10/02/2025 15:00,89.69,France,0.31,21.24,Electronics,Royal Mail,Rome,2970.5328
905698,48,11/03/2025 13:00,10.12,Sweden,0.43,20.9,Stationery,Royal Mail,Rome,276.8832
466737,48,23/04/2025 18:00,24.28,Germany,0.08,14.12,Apparel,Royal Mail,Rome,1072.2048
453410,48,1/05/2025 14:00,37.89,Spain,0.12,29.5,Electronics,FedEx,Rome,1600.4736
780077,48,11/05/2025 15:00,63.2,United Kingdom,0.41,17.21,Apparel,FedEx,Rome,1789.824
886158,48,15/06/2025 03:00,11.74,Portugal,0.36,19.11,Accessories,FedEx,Rome,360.6528
190685,48,18/06/2025 07:00,13.43,Australia,0.44,13.76,Furniture,DHL,Rome,360.9984
641231,48,5/07/2025 10:00,93.84,Italy,0,28.34,Accessories,DHL,Rome,4504.32
609286,48,6/07/2025 13:00,31.73,Norway,0.29,24.98,Electronics,FedEx,Rome,1081.3584
414976,48,24/07/2025 16:00,80.99,Italy,0.22,20.02,Accessories,UPS,Rome,3032.2656
647807,48,29/07/2025 00:00,47.1,Belgium,0.38,13.44,Accessories,UPS,Rome,1401.696
945416,48,3/08/2025 00:00,11.82,France,0.36,23.1,Stationery,DHL,Rome,363.1104
198956,48,23/08/2025 00:00,27.82,Belgium,0.41,16.54,Stationery,Royal Mail,Rome,787.8624
818565,48,1/09/2025 07:00,68.72,Sweden,0.34,9.14,Stationery,UPS,Rome,2177.0496
901010,48,1/09/2025 22:00,83.27,United Kingdom,0.31,10.76,Apparel,FedEx,Rome,2757.9024
236330,49,6/01/2020 05:00,66.8,Netherlands,0.36,11.84,Stationery,FedEx,Rome,2094.848
833429,49,20/01/2020 01:00,91.7,Belgium,0.34,17.63,Accessories,FedEx,Rome,2965.578
591072,49,27/01/2020 08:00,90.35,Belgium,0.18,8.42,Accessories,Royal Mail,Rome,3630.263
721820,49,27/01/2020 18:00,11.14,France,0.45,25.08,Stationery,Royal Mail,Rome,300.223
938656,49,3/02/2020 12:00,87.01,Netherlands,0.4,12.15,Accessories,DHL,Rome,2558.094
246106,49,15/02/2020 13:00,48.85,France,0.26,19.05,Apparel,DHL,Rome,1771.301
400709,49,3/03/2020 05:00,47.55,Portugal,0.18,20.3,Apparel,FedEx,Rome,1910.559
463476,49,9/03/2020 04:00,92.24,United States,0.29,11.41,Stationery,Royal Mail,Rome,3209.0296
531413,49,18/03/2020 23:00,49.01,Italy,0.08,21.89,Accessories,DHL,Rome,2209.3708
773034,49,20/03/2020 14:00,64.27,Germany,0.2,27.6,Accessories,UPS,Rome,2519.384
842406,49,26/03/2020 14:00,31.42,Spain,0.42,28.52,Electronics,Royal Mail,Rome,892.9564
955009,49,2/04/2020 08:00,90.11,France,0.45,19.49,Apparel,UPS,Rome,2428.4645
679518,49,5/04/2020 08:00,73.05,Germany,0.2,23.27,Apparel,FedEx,Rome,2863.56
807593,49,8/04/2020 16:00,77.16,Germany,0.06,19.25,Accessories,Royal Mail,Rome,3553.9896
540097,49,17/04/2020 20:00,78.84,Norway,0.31,26.22,Stationery,DHL,Rome,2665.5804
893583,49,18/04/2020 00:00,49.52,United Kingdom,0.12,29.15,Furniture,Royal Mail,Rome,2135.3024
854950,49,18/04/2020 20:00,79.74,Portugal,0.06,20.88,Apparel,FedEx,Rome,3672.8244
443715,49,21/04/2020 02:00,9.23,Belgium,0.04,10.4,Accessories,FedEx,Rome,434.1792
784688,49,25/04/2020 12:00,94.2,Italy,0.24,15.56,Electronics,UPS,Rome,3508.008
807650,49,28/04/2020 17:00,88.03,Spain,0.32,12.17,Furniture,DHL,Rome,2933.1596
688315,49,8/05/2020 03:00,96.88,Norway,0.02,28.13,Accessories,Royal Mail,Rome,4652.1776
729085,49,8/05/2020 09:00,77.27,Germany,0.45,18.04,Apparel,Royal Mail,Rome,2082.4265
785763,49,22/06/2020 19:00,27.67,France,0.14,9.06,Accessories,Royal Mail,Rome,1166.0138
794780,49,25/06/2020 00:00,92.18,France,0.3,10.57,Electronics,FedEx,Rome,3161.774
132441,49,6/07/2020 23:00,99.68,Italy,0.4,24.85,Stationery,UPS,Rome,2930.592
983194,49,15/07/2020 18:00,15.1,Netherlands,0.5,28.71,Stationery,UPS,Rome,369.95
796454,49,14/08/2020 19:00,36.99,Belgium,0.35,20.92,Electronics,UPS,Rome,1178.1315
361497,49,29/08/2020 03:00,3.89,Australia,0.41,25.44,Electronics,DHL,Rome,112.4599
228216,49,30/08/2020 11:00,38.33,United States,0.23,14.97,Electronics,UPS,Rome,1446.1909
422959,49,31/08/2020 17:00,51.35,United Kingdom,0.02,14.37,Furniture,DHL,Rome,2465.827
387710,49,11/09/2020 08:00,69.53,Australia,0.16,20.15,Furniture,FedEx,Rome,2861.8548
739104,49,25/09/2020 17:00,98.42,Netherlands,0.04,26.95,Electronics,Royal Mail,Rome,4629.6768
306486,49,27/09/2020 09:00,76.45,Italy,0.03,15.64,Stationery,UPS,Rome,3633.6685
366150,49,28/09/2020 16:00,71.02,Australia,0.29,9.95,Apparel,FedEx,Rome,2470.7858
561693,49,10/10/2020 06:00,77.24,Norway,0.26,19.58,Apparel,Royal Mail,Rome,2800.7224
815732,49,12/10/2020 05:00,42.7,Norway,0.46,9.22,Furniture,FedEx,Rome,1129.842
886939,49,3/11/2020 07:00,17.56,Belgium,0.05,21.26,Stationery,FedEx,Rome,817.418
526888,49,5/11/2020 16:00,43.65,Norway,0.12,21.03,Stationery,DHL,Rome,1882.188
103729,49,16/11/2020 17:00,75.41,United States,0.15,13.23,Stationery,Royal Mail,Rome,3140.8265
653608,49,17/11/2020 15:00,62.32,United States,0.18,7.24,Electronics,FedEx,Rome,2504.0176
594670,49,30/11/2020 23:00,60.98,France,0.07,9.93,Stationery,UPS,Rome,2778.8586
725732,49,13/12/2020 09:00,3.37,Italy,0.09,25.08,Stationery,FedEx,Rome,150.2683
851331,49,15/12/2020 04:00,65.87,Netherlands,0.08,14.8,Furniture,DHL,Rome,2969.4196
724913,49,18/12/2020 11:00,39.97,Germany,0.01,15.65,Electronics,UPS,Rome,1938.9447
453330,49,11/01/2021 00:00,2.72,Australia,0.32,14.76,Stationery,UPS,Rome,90.6304
103626,49,15/01/2021 13:00,28.81,Spain,0.14,21.97,Furniture,UPS,Rome,1214.0534
180674,49,27/01/2021 02:00,5.1,France,0.05,26.18,Apparel,UPS,Rome,237.405
849211,49,1/02/2021 06:00,8.2,Germany,0.39,16.22,Electronics,FedEx,Rome,245.098
547875,49,16/02/2021 21:00,21.47,France,0.25,26.39,Furniture,UPS,Rome,789.0225
207092,49,22/02/2021 22:00,38.05,Spain,0.01,14.39,Electronics,UPS,Rome,1845.8055
329991,49,23/02/2021 00:00,2.89,Germany,0.29,24.18,Electronics,Royal Mail,Rome,100.5431
660733,49,4/03/2021 08:00,2.74,Spain,0.41,6.25,Furniture,UPS,Rome,79.2134
198843,49,1/05/2021 22:00,49.18,Netherlands,0.15,13.69,Stationery,UPS,Rome,2048.347
363456,49,14/05/2021 00:00,74.08,Netherlands,0.22,8.4,Furniture,DHL,Rome,2831.3376
168122,49,30/05/2021 03:00,2.29,Portugal,0.23,6.74,Apparel,Royal Mail,Rome,86.4017
430328,49,30/05/2021 04:00,88.09,Spain,0.49,7,Electronics,FedEx,Rome,2201.3691
392926,49,11/06/2021 01:00,7.97,United Kingdom,0.32,19.46,Stationery,UPS,Rome,265.5604
757116,49,24/06/2021 04:00,54.54,Australia,0.44,17.75,Electronics,Royal Mail,Rome,1496.5776
733976,49,14/07/2021 07:00,2.47,Australia,0.09,24.94,Stationery,UPS,Rome,110.1373
680085,49,19/07/2021 03:00,89.23,United Kingdom,0.1,18.72,Apparel,FedEx,Rome,3935.043
782527,49,25/07/2021 08:00,78.93,United States,0.33,18.22,Apparel,Royal Mail,Rome,2591.2719
531419,49,9/08/2021 11:00,91.76,United Kingdom,0.07,18.91,Furniture,FedEx,Rome,4181.5032
462205,49,13/08/2021 21:00,60.21,Germany,0.15,14.8,Stationery,FedEx,Rome,2507.7465
726020,49,14/08/2021 22:00,29.24,Sweden,0.21,10.5,Stationery,FedEx,Rome,1131.8804
664679,49,22/09/2021 20:00,59.19,Italy,0.16,20.46,Furniture,UPS,Rome,2436.2604
774267,49,11/10/2021 12:00,50.02,Spain,0.48,15.15,Accessories,FedEx,Rome,1274.5096
400141,49,24/10/2021 01:00,99.66,Australia,0.19,27.39,Furniture,DHL,Rome,3955.5054
197204,49,22/11/2021 12:00,90.21,Italy,0.17,25.07,Electronics,Royal Mail,Rome,3668.8407
641285,49,17/12/2021 10:00,92.13,France,0.43,5.35,Furniture,Royal Mail,Rome,2573.1909
344437,49,21/12/2021 18:00,88.91,France,0.3,9.63,Stationery,Royal Mail,Rome,3049.613
520594,49,22/12/2021 09:00,21.58,United States,0.32,20.81,Stationery,UPS,Rome,719.0456
726517,49,2/01/2022 04:00,36.99,Germany,0.18,26.51,Furniture,Royal Mail,Rome,1486.2582
626054,49,28/01/2022 06:00,96.31,United States,0.29,13.16,Apparel,FedEx,Rome,3350.6249
950340,49,8/03/2022 04:00,32.29,Germany,0.48,17.56,Stationery,DHL,Rome,822.7492
279243,49,17/03/2022 01:00,62.63,Australia,0.49,13.89,Furniture,Royal Mail,Rome,1565.1237
269421,49,24/03/2022 01:00,64.29,United Kingdom,0.17,27.89,Accessories,FedEx,Rome,2614.6743
607099,49,31/03/2022 11:00,95.95,United States,0.42,7.68,Apparel,FedEx,Rome,2726.899
247745,49,17/04/2022 07:00,78.3,Netherlands,0.45,8.69,Accessories,UPS,Rome,2110.185
379297,49,23/04/2022 21:00,29.4,Germany,0.22,16.59,Accessories,FedEx,Rome,1123.668
417234,49,14/05/2022 20:00,11.03,Norway,0.41,20.93,Accessories,Royal Mail,Rome,318.8773
932886,49,14/05/2022 22:00,3.74,United States,0.06,8.49,Electronics,DHL,Rome,172.2644
401635,49,17/05/2022 11:00,65.75,United Kingdom,0.22,5.41,Accessories,Royal Mail,Rome,2512.965
977752,49,21/05/2022 17:00,35.33,Italy,0.01,25.67,Furniture,Royal Mail,Rome,1713.8583
533886,49,16/06/2022 17:00,6.84,Norway,0.41,13.77,Stationery,UPS,Rome,197.7444
365508,49,22/06/2022 22:00,75.75,Netherlands,0.07,15.66,Electronics,Royal Mail,Rome,3451.9275
605931,49,12/07/2022 06:00,34.35,Australia,0.16,17.64,Furniture,Royal Mail,Rome,1413.846
710572,49,19/07/2022 21:00,94.32,Netherlands,0.17,8.81,Furniture,DHL,Rome,3835.9944
657437,49,31/07/2022 21:00,47.9,France,0.45,6.5,Stationery,FedEx,Rome,1290.905
289681,49,9/08/2022 08:00,95.37,Italy,0.49,29.03,Stationery,Royal Mail,Rome,2383.2963
640735,49,15/08/2022 19:00,65.37,Netherlands,0.26,21.32,Accessories,UPS,Rome,2370.3162
186366,49,16/08/2022 09:00,39.6,France,0.19,23.98,Accessories,UPS,Rome,1571.724
720775,49,21/08/2022 01:00,97.66,Italy,0.41,22.74,Accessories,DHL,Rome,2823.3506
472371,49,21/08/2022 02:00,65.42,France,0.02,9.86,Furniture,Royal Mail,Rome,3141.4684
534171,49,4/10/2022 07:00,24.7,Italy,0.27,21.06,Furniture,Royal Mail,Rome,883.519
276950,49,13/10/2022 10:00,81.03,Italy,0.19,20.6,Accessories,DHL,Rome,3216.0807
700729,49,17/10/2022 14:00,42.3,Netherlands,0.06,25.82,Electronics,DHL,Rome,1948.338
669205,49,19/10/2022 15:00,34.27,United States,0.08,18.7,Furniture,DHL,Rome,1544.8916
891329,49,22/10/2022 19:00,2.95,Australia,0.48,28.89,Stationery,UPS,Rome,75.166
243977,49,11/11/2022 08:00,38.41,Portugal,0.15,14.61,Furniture,FedEx,Rome,1599.7765
832339,49,16/11/2022 06:00,5.41,Norway,0.07,17.18,Electronics,UPS,Rome,246.5337
473555,49,24/11/2022 10:00,91.18,United States,0.04,22.1,Apparel,Royal Mail,Rome,4289.1072
253877,49,29/11/2022 12:00,56.35,Spain,0.15,21.09,Stationery,UPS,Rome,2346.9775
292077,49,4/12/2022 16:00,1.66,France,0.48,12.05,Furniture,Royal Mail,Rome,42.2968
147342,49,19/12/2022 13:00,35.56,Netherlands,0.03,27.05,Electronics,UPS,Rome,1690.1668
197847,49,21/12/2022 17:00,47.16,Sweden,0.36,13.01,Accessories,UPS,Rome,1478.9376
213846,49,7/01/2023 07:00,28.72,Italy,0.47,27.69,Stationery,DHL,Rome,745.8584
909033,49,12/01/2023 10:00,79.12,Norway,0.36,21.3,Stationery,UPS,Rome,2481.2032
199039,49,18/02/2023 20:00,38.14,Germany,0.21,7.5,Furniture,Royal Mail,Rome,1476.3994
299813,49,3/03/2023 01:00,12.33,United Kingdom,0.3,16.32,Accessories,FedEx,Rome,422.919
466754,49,17/03/2023 06:00,87.83,Italy,0.48,6.42,Accessories,Royal Mail,Rome,2237.9084
217828,49,24/03/2023 06:00,84.11,Australia,0.07,18.54,Apparel,FedEx,Rome,3832.8927
768987,49,24/04/2023 14:00,6.06,United States,0.43,14,Electronics,Royal Mail,Rome,169.2558
377264,49,4/05/2023 05:00,52.56,Belgium,0.19,20.23,Stationery,UPS,Rome,2086.1064
683439,49,6/06/2023 15:00,64.29,Spain,0.06,16.36,Stationery,FedEx,Rome,2961.1974
402079,49,7/06/2023 15:00,99.78,Germany,0.08,10.37,Stationery,DHL,Rome,4498.0824
664482,49,2/07/2023 04:00,42.97,Spain,0.1,18.37,Electronics,FedEx,Rome,1894.977
268560,49,18/07/2023 21:00,99.42,United States,0.04,5.94,Accessories,Royal Mail,Rome,4676.7168
506980,49,31/07/2023 16:00,78.18,Sweden,0.31,11.2,Electronics,DHL,Rome,2643.2658
560410,49,15/08/2023 12:00,16.52,France,0.41,7.15,Furniture,DHL,Rome,477.5932
801795,49,16/08/2023 10:00,28.68,United States,0.13,15.8,Electronics,UPS,Rome,1222.6284
113790,49,4/09/2023 07:00,3.97,Belgium,0.39,13.4,Apparel,FedEx,Rome,118.6633
208115,49,11/09/2023 16:00,80.66,Italy,0.43,27.81,Electronics,DHL,Rome,2252.8338
789968,49,29/09/2023 16:00,39.82,Sweden,0.16,26.26,Furniture,FedEx,Rome,1638.9912
591578,49,2/10/2023 22:00,19.41,United Kingdom,0.14,8.58,Stationery,Royal Mail,Rome,817.9374
687740,49,23/11/2023 07:00,92.48,Belgium,0.06,25.99,Accessories,DHL,Rome,4259.6288
725637,49,2/12/2023 13:00,3.17,Australia,0.18,7.12,Stationery,FedEx,Rome,127.3706
217129,49,12/12/2023 06:00,28.24,Sweden,0.45,28.4,Apparel,UPS,Rome,761.068
641106,49,25/01/2024 11:00,96.37,Italy,0.43,21.84,Furniture,UPS,Rome,2691.6141
686773,49,28/01/2024 16:00,81.55,Australia,0.13,7.38,Accessories,UPS,Rome,3476.4765
706955,49,14/02/2024 23:00,1.57,Belgium,0.03,16.44,Electronics,DHL,Rome,74.6221
729575,49,19/02/2024 02:00,70.82,United Kingdom,0.08,6.8,Furniture,Royal Mail,Rome,3192.5656
417113,49,28/02/2024 13:00,90.37,Sweden,0.36,22.4,Accessories,FedEx,Rome,2834.0032
796012,49,6/03/2024 05:00,98.44,Portugal,0.38,8.7,Stationery,Royal Mail,Rome,2990.6072
171509,49,22/03/2024 04:00,56.5,Portugal,0.26,21.3,Stationery,UPS,Rome,2048.69
329645,49,25/03/2024 20:00,87.61,Portugal,0.18,26.12,Apparel,UPS,Rome,3520.1698
884270,49,29/03/2024 02:00,81.36,Spain,0.13,25,Accessories,DHL,Rome,3468.3768
173749,49,29/03/2024 19:00,19.3,Belgium,0.09,7.59,Stationery,UPS,Rome,860.587
666403,49,13/04/2024 01:00,73.17,Sweden,0.27,16.56,Furniture,UPS,Rome,2617.2909
563920,49,18/04/2024 17:00,1.52,Italy,0.2,13.2,Electronics,FedEx,Rome,59.584
260344,49,24/04/2024 22:00,4.85,Sweden,0.32,20.62,Apparel,Royal Mail,Rome,161.602
832459,49,1/05/2024 14:00,60.17,United Kingdom,0.03,23.46,Electronics,Royal Mail,Rome,2859.8801
534242,49,14/05/2024 21:00,6.61,Netherlands,0.26,9.08,Electronics,DHL,Rome,239.6786
770919,49,1/06/2024 20:00,6.81,France,0.36,18.65,Apparel,UPS,Rome,213.5616
290136,49,11/06/2024 07:00,43.84,Spain,0.32,27.83,Accessories,UPS,Rome,1460.7488
311519,49,12/06/2024 16:00,35.47,Australia,0.16,13.61,Stationery,DHL,Rome,1459.9452
770038,49,14/06/2024 19:00,97.41,Germany,0.39,24.37,Accessories,FedEx,Rome,2911.5849
762747,49,10/07/2024 06:00,98.78,United States,0.41,19.18,Accessories,UPS,Rome,2855.7298
109453,49,21/07/2024 01:00,36.92,United Kingdom,0.39,25.35,Apparel,DHL,Rome,1103.5388
730134,49,24/07/2024 22:00,92.54,Norway,0.43,8.48,Accessories,FedEx,Rome,2584.6422
965649,49,3/08/2024 03:00,58.98,Italy,0.45,12.19,Stationery,DHL,Rome,1589.511
948308,49,25/09/2024 11:00,68.89,France,0.36,11.71,Electronics,UPS,Rome,2160.3904
806406,49,4/10/2024 03:00,97.29,Netherlands,0.36,24.89,Stationery,Royal Mail,Rome,3051.0144
793881,49,30/10/2024 21:00,61.5,Australia,0.1,17.04,Apparel,DHL,Rome,2712.15
679302,49,4/11/2024 06:00,87.23,Italy,0.13,14.74,Stationery,UPS,Rome,3718.6149
173663,49,7/11/2024 01:00,23.47,Australia,0.29,15.61,Stationery,DHL,Rome,816.5213
216135,49,6/12/2024 03:00,1.65,Sweden,0.39,27.52,Apparel,FedEx,Rome,49.3185
434423,49,12/12/2024 04:00,24.24,Belgium,0.2,12.29,Electronics,DHL,Rome,950.208
761846,49,12/12/2024 16:00,15.41,Germany,0.19,12.35,Apparel,UPS,Rome,611.6229
940550,49,14/12/2024 10:00,36.56,Belgium,0.23,5.51,Stationery,DHL,Rome,1379.4088
781595,49,11/01/2025 05:00,44.12,Netherlands,0.22,7.46,Stationery,Royal Mail,Rome,1686.2664
357701,49,19/01/2025 14:00,51.85,Portugal,0.39,29.14,Stationery,Royal Mail,Rome,1549.7965
687159,49,19/01/2025 20:00,46.58,Sweden,0.08,13.72,Electronics,Royal Mail,Rome,2099.8264
111981,49,29/01/2025 14:00,49.05,Italy,0.29,18.47,Stationery,FedEx,Rome,1706.4495
975063,49,13/02/2025 04:00,14.27,United Kingdom,0.41,11.91,Apparel,DHL,Rome,412.5457
275907,49,25/03/2025 13:00,76.77,Spain,0.15,22.97,Accessories,UPS,Rome,3197.4705
527620,49,1/04/2025 23:00,2.66,United States,0.01,25.05,Apparel,Royal Mail,Rome,129.0366
858874,49,21/04/2025 00:00,67.99,Portugal,0.21,26.06,Furniture,FedEx,Rome,2631.8929
774909,49,7/05/2025 06:00,29.03,Portugal,0.48,11.65,Apparel,DHL,Rome,739.6844
653043,49,10/05/2025 11:00,40.87,Italy,0.43,15.05,Apparel,DHL,Rome,1141.4991
228609,49,25/05/2025 04:00,88.77,Norway,0.1,14.17,Electronics,Royal Mail,Rome,3914.757
709726,49,28/05/2025 06:00,47.96,Belgium,0.12,28.53,Electronics,FedEx,Rome,2068.0352
497933,49,6/06/2025 18:00,98.99,Spain,0.18,21.82,Apparel,UPS,Rome,3977.4182
324537,49,19/06/2025 12:00,85.67,Norway,0.07,17.37,Stationery,DHL,Rome,3903.9819
709705,49,13/07/2025 13:00,55.31,Spain,0.41,5.49,Stationery,DHL,Rome,1599.0121
498972,49,16/07/2025 06:00,75.23,Norway,0.2,28.37,Apparel,UPS,Rome,2949.016
330186,49,8/08/2025 03:00,82.02,Norway,0.31,21.05,Electronics,DHL,Rome,2773.0962
700110,49,14/08/2025 19:00,82.81,Belgium,0.17,13.36,Furniture,DHL,Rome,3367.8827
408883,49,15/08/2025 03:00,78.3,Norway,0.42,17.9,Accessories,DHL,Rome,2225.286
234633,1,6/01/2020 14:00,19.89,Australia,0.28,13.87,Stationery,FedEx,Paris,14.3208
843974,1,13/01/2020 15:00,36.68,Sweden,0.13,16.97,Furniture,FedEx,Paris,31.9116
962645,1,17/01/2020 07:00,70.03,Norway,0.42,27.41,Accessories,DHL,Paris,40.6174
218015,1,19/01/2020 00:00,70.12,Portugal,0.08,22.67,Electronics,DHL,Paris,64.5104
766490,1,31/01/2020 02:00,28.99,Italy,0.31,21.02,Apparel,FedEx,Paris,20.0031
858574,1,4/02/2020 09:00,38.03,Australia,0.42,14.73,Apparel,FedEx,Paris,22.0574
960395,1,10/02/2020 02:00,21.81,Netherlands,0.37,15.86,Accessories,FedEx,Paris,13.7403
526752,1,2/03/2020 19:00,76.21,Norway,0.01,29.72,Furniture,Royal Mail,Paris,75.4479
151924,1,15/04/2020 06:00,93.15,Germany,0.22,24.95,Stationery,Royal Mail,Paris,72.657
985155,1,2/05/2020 14:00,38.88,United Kingdom,0.1,10.07,Stationery,UPS,Paris,34.992
744863,1,4/05/2020 21:00,74.61,Italy,0.09,13.75,Accessories,DHL,Paris,67.8951
741147,1,19/05/2020 10:00,99.46,Norway,0.05,11.32,Furniture,Royal Mail,Paris,94.487
622220,1,20/05/2020 04:00,21.37,United States,0.04,28.06,Electronics,Royal Mail,Paris,20.5152
200417,1,28/05/2020 05:00,50.49,Portugal,0.27,17.5,Accessories,Royal Mail,Paris,36.8577
